Date,brl,crude,cny,usd_index,equity,corn,soyoil,soymeal,soybean,wheat
2009-06-23,1.999899983406067,69.23999786376953,6.827499866485596,79.83999633789062,66.18067169189453,389.0,36.93000030517578,388.5,1179.0,546.75
2009-06-24,1.9620000123977661,68.66999816894531,6.823500156402588,80.55999755859375,66.75104522705078,386.5,36.439998626708984,392.5,1185.0,539.75
2009-06-25,1.9606000185012817,70.2300033569336,6.824900150299072,80.4000015258789,68.20279693603516,382.5,36.540000915527344,397.29998779296875,1196.0,533.0
2009-06-26,1.9299999475479126,69.16000366210938,6.82420015335083,79.87999725341797,68.0250015258789,384.25,36.08000183105469,405.0,1201.0,534.25
2009-06-29,1.954200029373169,71.48999786376953,6.82480001449585,79.83999633789062,68.66201782226562,377.0,35.779998779296875,411.3999938964844,1215.0,528.5
2009-06-30,1.9628000259399414,69.88999938964844,6.820499897003174,80.12999725341797,68.10652923583984,347.75,35.02000045776367,412.29998779296875,1226.25,511.25
2009-07-01,1.9279999732971191,69.30999755859375,6.822500228881836,79.62999725341797,68.3879623413086,351.75,35.81999969482422,418.20001220703125,1258.5,506.25
2009-07-02,1.9532999992370605,66.7300033569336,6.822500228881836,80.1500015258789,66.52143096923828,345.75,35.18000030517578,411.20001220703125,1243.0,500.25
2009-07-03,1.950700044631958,,6.822299957275391,,,,,,,
2009-07-06,1.9240000247955322,64.05000305175781,6.825799942016602,80.44999694824219,66.51400756835938,343.25,34.290000915527344,401.20001220703125,1200.0,490.5
2009-07-07,1.9646999835968018,62.93000030517578,6.823500156402588,80.62000274658203,65.22521209716797,335.5,32.900001525878906,381.0,1133.5,483.75
2009-07-08,2.0004000663757324,60.13999938964844,6.823699951171875,80.7699966430664,65.18077850341797,339.25,32.08000183105469,364.79998779296875,1084.0,488.5
2009-07-09,1.9424999952316284,60.40999984741211,6.823400020599365,79.86000061035156,65.30670928955078,343.5,32.58000183105469,371.5,1110.5,494.25
2009-07-10,2.013000011444092,59.88999938964844,6.822700023651123,80.2300033569336,65.15115356445312,345.5,32.70000076293945,372.29998779296875,1128.25,491.75
2009-07-13,1.9874000549316406,59.689998626708984,6.823400020599365,80.12999725341797,66.73624420166016,359.0,33.27000045776367,359.29998779296875,1091.5,515.75
2009-07-14,1.9664000272750854,59.52000045776367,6.82289981842041,80.18000030517578,67.11396789550781,350.0,33.650001525878906,344.5,1074.0,501.75
2009-07-15,1.9355000257492065,61.540000915527344,6.822500228881836,79.31999969482422,69.07682037353516,329.5,34.119998931884766,326.3999938964844,1020.5,534.75
2009-07-16,1.8890999555587769,62.02000045776367,6.821499824523926,79.22000122070312,68.96570587158203,316.75,33.79999923706055,309.0,976.0,533.25
2009-07-17,1.9254000186920166,63.560001373291016,6.821300029754639,79.3499984741211,69.7212142944336,322.25,34.81999969482422,317.5,1009.5,541.75
2009-07-20,1.9040000438690186,63.97999954223633,6.822700023651123,78.91000366210938,70.46189880371094,323.25,35.34000015258789,324.3999938964844,1033.0,542.25
2009-07-21,1.9062000513076782,64.72000122070312,6.821700096130371,78.93000030517578,70.78778076171875,311.5,34.77000045776367,322.29998779296875,1014.5,534.75
2009-07-22,1.9021999835968018,65.4000015258789,6.821599960327148,78.70999908447266,70.77300262451172,308.0,34.52000045776367,321.0,1018.5,522.0
2009-07-23,1.8847999572753906,67.16000366210938,6.821700096130371,78.80000305175781,72.33583068847656,327.0,34.66999816894531,323.0,1023.5,531.75
2009-07-24,1.8937000036239624,68.05000305175781,6.822500228881836,78.75,72.6321029663086,316.25,33.88999938964844,323.20001220703125,1021.0,516.25
2009-07-27,1.8804999589920044,68.37999725341797,6.821400165557861,78.62999725341797,72.846923828125,322.25,33.599998474121094,322.8999938964844,1021.25,520.5
2009-07-28,1.88100004196167,67.2300033569336,6.820899963378906,78.8499984741211,72.5062255859375,320.5,33.81999969482422,331.8999938964844,1054.5,516.25
2009-07-29,1.8990000486373901,63.349998474121094,6.822400093078613,79.62999725341797,72.32842254638672,320.75,33.06999969482422,338.5,1057.5,511.5
2009-07-30,1.8766000270843506,66.94000244140625,6.8225998878479,79.29000091552734,73.08395385742188,332.25,34.93000030517578,355.79998779296875,1128.25,516.25
2009-07-31,1.8633999824523926,69.44999694824219,6.8221001625061035,78.3499984741211,73.18762969970703,339.5,35.060001373291016,361.0,1134.0,528.25
2009-08-03,1.8329999446868896,71.58000183105469,6.821000099182129,77.63999938964844,74.39497375488281,358.0,37.540000915527344,367.1000061035156,1173.5,549.25
2009-08-04,1.8306000232696533,71.41999816894531,6.820300102233887,77.7699966430664,74.5875473022461,354.5,37.45000076293945,366.79998779296875,1165.0,542.25
2009-08-05,1.8320000171661377,71.97000122070312,6.821700096130371,77.5199966430664,74.37276458740234,347.0,37.52000045776367,368.6000061035156,1175.0,528.75
2009-08-06,1.8284000158309937,71.94000244140625,6.821300029754639,78.06999969482422,73.98757934570312,332.5,36.83000183105469,367.5,1170.5,500.25
2009-08-07,1.823199987411499,70.93000030517578,6.821800231933594,78.97000122070312,74.9578857421875,322.0,36.779998779296875,374.5,1184.5,489.5
2009-08-10,1.8450000286102295,70.5999984741211,6.824699878692627,79.26000213623047,74.8023452758789,324.25,36.4900016784668,367.20001220703125,1170.5,494.25
2009-08-11,1.8509999513626099,69.44999694824219,6.824999809265137,79.18000030517578,73.86906433105469,326.5,38.02000045776367,383.20001220703125,1216.5,485.25
2009-08-12,1.8329999446868896,70.16000366210938,6.825099945068359,78.79000091552734,74.66160583496094,330.75,38.470001220703125,388.0,1216.0,490.25
2009-08-13,1.830299973487854,70.5199966430664,6.823500156402588,78.48999786376953,75.23194885253906,324.5,37.540000915527344,390.8999938964844,1187.25,481.5
2009-08-14,1.8415000438690186,67.51000213623047,6.823400020599365,78.88999938964844,74.65423583984375,319.25,37.18000030517578,380.0,1100.0,481.75
2009-08-17,1.7999999523162842,66.75,6.824900150299072,79.29000091552734,72.81727600097656,314.25,35.869998931884766,309.5,988.0,471.75
2009-08-18,1.7999999523162842,69.19000244140625,6.82450008392334,78.94000244140625,73.3950424194336,314.5,35.939998626708984,313.70001220703125,995.5,470.5
2009-08-19,1.8603999614715576,72.41999816894531,6.826399803161621,78.47000122070312,74.03939819335938,320.0,36.11000061035156,316.29998779296875,997.0,466.0
2009-08-20,1.840000033378601,72.54000091552734,6.821800231933594,78.37999725341797,74.8023452758789,318.5,35.79999923706055,326.8999938964844,999.25,469.0
2009-08-21,1.8289999961853027,73.88999938964844,6.821499824523926,78.04000091552734,76.26893615722656,321.75,36.33000183105469,333.0,1023.0,460.25
2009-08-24,1.7972999811172485,74.37000274658203,6.821499824523926,78.2699966430664,76.26151275634766,329.5,37.11000061035156,346.20001220703125,1080.0,471.75
2009-08-25,1.8372000455856323,72.05000305175781,6.821700096130371,78.23999786376953,76.40965270996094,321.5,36.540000915527344,358.0,1091.0,471.0
2009-08-26,1.871999979019165,71.43000030517578,6.821400165557861,78.66000366210938,76.41703796386719,320.5,36.459999084472656,363.0,1090.5,478.75
2009-08-27,1.8791999816894531,72.48999786376953,6.821800231933594,78.01000213623047,76.58745574951172,323.0,36.209999084472656,379.0,1114.25,475.0
2009-08-28,1.8233000040054321,72.73999786376953,6.821199893951416,78.37000274658203,76.57257080078125,321.0,36.06999969482422,387.0,1135.75,467.0
2009-08-31,1.8739999532699585,69.95999908447266,6.821199893951416,78.16999816894531,75.89114379882812,326.25,34.9900016784668,382.5,1100.0,471.0
2009-09-01,1.9129999876022339,68.05000305175781,6.820400238037109,78.76000213623047,74.21721649169922,312.25,34.529998779296875,351.70001220703125,1014.0,459.25
2009-09-02,1.8878999948501587,68.05000305175781,6.820799827575684,78.37999725341797,73.93574523925781,313.25,34.119998931884766,348.5,1009.25,457.0
2009-09-03,1.8665000200271606,67.95999908447266,6.820700168609619,78.45999908447266,74.55052185058594,311.0,34.08000183105469,322.3999938964844,982.0,451.25
2009-09-04,1.8431999683380127,68.0199966430664,6.820499897003174,78.13999938964844,75.5948715209961,300.5,33.650001525878906,332.20001220703125,961.0,444.0
2009-09-07,1.8398000001907349,,6.820300102233887,,,,,,,
2009-09-08,1.8233000040054321,71.0999984741211,6.817599773406982,77.31999969482422,76.2467041015625,302.75,34.22999954223633,343.5,969.0,431.5
2009-09-09,1.8359999656677246,71.30999755859375,6.81820011138916,77.08999633789062,76.83183288574219,305.5,33.72999954223633,348.79998779296875,961.5,429.0
2009-09-10,1.815999984741211,71.94000244140625,6.819399833679199,76.81999969482422,77.6169662475586,309.5,33.70000076293945,349.0,973.5,432.75
2009-09-11,1.808500051498413,69.29000091552734,6.817299842834473,76.61000061035156,77.6021499633789,314.5,33.36000061035156,338.0,984.5,441.75
2009-09-14,1.8140000104904175,68.86000061035156,6.818699836730957,76.69999694824219,77.97987365722656,305.0,33.150001525878906,310.0,925.0,431.0
2009-09-15,1.8035999536514282,70.93000030517578,6.818999767303467,76.54000091552734,78.30581665039062,346.5,34.43000030517578,301.1000061035156,960.0,470.5
2009-09-16,1.7963999509811401,72.51000213623047,6.817399978637695,76.23999786376953,79.49089813232422,336.25,34.380001068115234,297.79998779296875,950.5,467.25
2009-09-17,1.8073999881744385,72.47000122070312,6.8165998458862305,76.19000244140625,79.3724136352539,329.0,34.54999923706055,299.0,953.0,461.75
2009-09-18,1.805899977684021,72.04000091552734,6.8180999755859375,76.43000030517578,79.42303466796875,318.0,34.68000030517578,290.0,941.0,457.25
2009-09-21,1.771399974822998,69.70999908447266,6.818900108337402,76.77999877929688,79.22207641601562,316.0,33.77000045776367,281.8999938964844,913.5,456.0
2009-09-22,1.8029999732971191,71.55000305175781,6.816999912261963,76.12000274658203,79.68350982666016,325.75,34.5099983215332,282.1000061035156,922.0,455.75
2009-09-23,1.7877000570297241,68.97000122070312,6.816100120544434,76.05000305175781,79.0211410522461,330.25,34.15999984741211,284.5,920.5,460.0
2009-09-24,1.753499984741211,65.88999938964844,6.816800117492676,76.9000015258789,78.15039825439453,336.5,34.09000015258789,284.0,919.5,473.0
2009-09-25,1.7990000247955322,66.0199966430664,6.818900108337402,76.80999755859375,77.7336654663086,334.0,34.040000915527344,289.20001220703125,926.0,449.75
2009-09-28,1.7412999868392944,66.83999633789062,6.81820011138916,77.05000305175781,79.12533569335938,338.75,33.2400016784668,288.5,919.5,455.75
2009-09-29,1.784600019454956,66.70999908447266,6.817599773406982,77.12000274658203,78.88715362548828,341.0,33.470001220703125,288.0,917.0,447.5
2009-09-30,1.7720999717712402,70.61000061035156,6.816400051116943,76.6500015258789,78.58204650878906,344.0,33.970001220703125,288.70001220703125,927.0,457.5
2009-10-01,1.7796000242233276,70.81999969482422,6.816500186920166,77.19000244140625,76.6322250366211,340.5,34.25,284.70001220703125,918.0,452.75
2009-10-02,1.7454999685287476,69.94999694824219,6.816500186920166,77.0,76.27497863769531,333.5,33.72999954223633,272.0,885.0,441.25
2009-10-05,1.7683000564575195,70.41000366210938,6.816400051116943,76.63999938964844,77.41365814208984,341.5,33.529998779296875,275.5,885.0,442.75
2009-10-06,1.746999979019165,70.87999725341797,6.816400051116943,76.33999633789062,78.52252197265625,358.25,33.939998626708984,285.5,910.0,460.25
2009-10-07,1.7583999633789062,69.56999969482422,6.816500186920166,76.48999786376953,78.73833465576172,359.75,33.72999954223633,290.70001220703125,912.0,463.25
2009-10-08,1.7380000352859497,71.69000244140625,6.816500186920166,75.97000122070312,79.34114074707031,364.0,34.279998779296875,302.70001220703125,936.0,474.0
2009-10-09,1.7376999855041504,71.7699966430664,6.815400123596191,76.43000030517578,79.82489776611328,362.25,34.90999984741211,310.29998779296875,964.0,468.0
2009-10-12,1.7396999597549438,73.2699966430664,6.815100193023682,76.12999725341797,80.13743591308594,381.25,36.29999923706055,322.79998779296875,999.0,494.25
2009-10-13,1.7289999723434448,74.1500015258789,6.815899848937988,75.9800033569336,79.97373962402344,381.75,35.86000061035156,326.29998779296875,993.0,511.25
2009-10-14,1.7034000158309937,75.18000030517578,6.814799785614014,75.55000305175781,81.35053253173828,383.0,35.95000076293945,336.0,994.0,513.0
2009-10-15,1.7015000581741333,77.58000183105469,6.815800189971924,75.4800033569336,81.64826965332031,373.0,36.779998779296875,296.20001220703125,983.0,505.0
2009-10-16,1.7059999704360962,78.52999877929688,6.816999912261963,75.5999984741211,81.03797149658203,372.0,36.939998626708984,294.70001220703125,977.5,498.75
2009-10-19,1.7066999673843384,79.61000061035156,6.8165998458862305,75.51000213623047,81.70777893066406,386.25,37.59000015258789,298.29998779296875,996.25,517.75
2009-10-20,1.7525999546051025,79.08999633789062,6.816100120544434,75.56999969482422,81.27610778808594,384.5,37.470001220703125,292.5,982.5,517.5
2009-10-21,1.7307000160217285,81.37000274658203,6.8171000480651855,74.97000122070312,80.54678344726562,398.25,38.560001373291016,298.70001220703125,1008.5,542.5
2009-10-22,1.7243000268936157,81.19000244140625,6.817299842834473,75.08999633789062,81.36542510986328,403.5,38.29999923706055,300.79998779296875,1005.5,551.75
2009-10-23,1.664199948310852,80.5,6.8180999755859375,75.47000122070312,80.43514251708984,397.75,37.939998626708984,303.29998779296875,1006.0,547.75
2009-10-26,1.7158000469207764,78.68000030517578,6.817800045013428,76.05999755859375,79.56440734863281,378.0,37.630001068115234,294.79998779296875,986.5,527.0
2009-10-27,1.7319999933242798,79.55000305175781,6.820099830627441,76.13999938964844,79.19973754882812,370.75,37.47999954223633,287.6000061035156,973.5,503.25
2009-10-28,1.7541999816894531,77.45999908447266,6.81879997253418,76.43000030517578,77.70386505126953,369.0,36.86000061035156,291.29998779296875,968.5,494.75
2009-10-29,1.7330000400543213,79.87000274658203,6.8196001052856445,75.91999816894531,79.37092590332031,379.5,37.52000045776367,295.29998779296875,985.5,503.75
2009-10-30,1.7023999691009521,77.0,6.817500114440918,76.30000305175781,77.07123565673828,366.0,36.400001525878906,297.0,978.0,494.25
2009-11-02,1.7608000040054321,78.12999725341797,6.818900108337402,76.29000091552734,77.63689422607422,382.25,36.790000915527344,302.70001220703125,997.5,516.75
2009-11-03,1.7404999732971191,79.5999984741211,6.817999839782715,76.38999938964844,77.8824691772461,390.0,37.529998779296875,306.3999938964844,1006.75,515.75
2009-11-04,1.7170000076293945,80.4000015258789,6.818600177764893,75.63999938964844,78.08340454101562,384.0,37.54999923706055,301.6000061035156,995.5,521.0
2009-11-05,1.7204999923706055,79.62000274658203,6.817599773406982,75.73999786376953,79.51976776123047,376.5,37.18000030517578,291.29998779296875,967.0,512.25
2009-11-06,1.7151000499725342,77.43000030517578,6.817399978637695,75.81999969482422,79.72813415527344,367.0,36.77000045776367,288.79998779296875,948.0,497.25
2009-11-09,1.6979000568389893,79.43000030517578,6.816500186920166,75.02999877929688,81.54402160644531,386.0,37.77000045776367,294.29998779296875,964.25,520.0
2009-11-10,1.708299994468689,79.05000305175781,6.817800045013428,75.0199966430664,81.5589370727539,394.5,37.560001373291016,288.20001220703125,961.5,523.0
2009-11-11,1.7172000408172607,79.27999877929688,6.816400051116943,75.16000366210938,81.9757080078125,394.0,38.369998931884766,289.1000061035156,963.75,531.75
2009-11-12,1.7337000370025635,76.94000244140625,6.8165998458862305,75.5999984741211,81.14215850830078,390.5,38.369998931884766,301.0,982.25,531.75
2009-11-13,1.7233999967575073,76.3499984741211,6.816299915313721,75.33000183105469,81.58126068115234,390.5,38.61000061035156,301.1000061035156,984.0,539.0
2009-11-16,1.7079999446868896,78.9000015258789,6.816500186920166,74.91000366210938,82.7645263671875,402.25,39.77000045776367,304.3999938964844,1010.0,562.25
2009-11-17,1.7100000381469727,79.13999938964844,6.817800045013428,75.37000274658203,82.861328125,402.0,39.810001373291016,308.70001220703125,1029.5,574.75
2009-11-18,1.715999960899353,79.58000183105469,6.81689977645874,75.18000030517578,82.80921936035156,398.0,39.75,310.5,1027.0,566.25
2009-11-19,1.7300000190734863,77.45999908447266,6.817800045013428,75.29000091552734,81.73006439208984,395.0,39.45000076293945,318.3999938964844,1039.0,562.5
2009-11-20,1.732699990272522,76.72000122070312,6.817599773406982,75.66000366210938,81.43984985351562,391.0,39.709999084472656,317.1000061035156,1046.0,559.75
2009-11-23,1.7265000343322754,77.55999755859375,6.821700096130371,75.08999633789062,82.47432708740234,387.25,39.400001525878906,315.6000061035156,1042.0,557.25
2009-11-24,1.7283999919891357,76.0199966430664,6.81879997253418,75.06999969482422,82.60081481933594,376.0,39.70000076293945,315.3999938964844,1046.0,533.0
2009-11-25,1.7309999465942383,77.95999908447266,6.81850004196167,74.2699966430664,82.89105987548828,392.0,40.56999969482422,318.0,1054.5,550.25
2009-11-26,1.7512999773025513,,6.8165998458862305,,,,,,,
2009-11-27,1.7424999475479126,76.05000305175781,6.81850004196167,75.0,81.54402160644531,397.25,40.099998474121094,326.5,1053.0,548.75
2009-11-30,1.7476999759674072,77.27999877929688,6.817200183868408,74.87999725341797,81.81938171386719,402.75,40.189998626708984,326.79998779296875,1060.5,567.5
2009-12-01,1.7245999574661255,78.37000274658203,6.818399906158447,74.36000061035156,82.83154296875,399.75,40.58000183105469,324.70001220703125,1059.5,562.5
2009-12-02,1.7170000076293945,76.5999984741211,6.816800117492676,74.66999816894531,82.7943344116211,391.75,39.75,317.29998779296875,1034.0,554.5
2009-12-03,1.7039999961853027,76.45999908447266,6.816699981689453,74.62999725341797,82.1468276977539,385.25,39.75,321.5,1047.0,549.75
2009-12-04,1.7211999893188477,75.47000122070312,6.8165998458862305,75.91000366210938,82.61571502685547,373.75,39.7599983215332,320.8999938964844,1043.0,536.75
2009-12-07,1.7239999771118164,73.93000030517578,6.81879997253418,75.7699966430664,82.48919677734375,368.75,40.310001373291016,321.3999938964844,1053.0,526.5
2009-12-08,1.7479000091552734,72.62000274658203,6.81790018081665,76.30999755859375,81.57381439208984,369.5,40.11000061035156,316.6000061035156,1044.0,519.25
2009-12-09,1.7603000402450562,70.66999816894531,6.818399906158447,76.04000091552734,81.87895965576172,368.0,38.900001525878906,314.20001220703125,1028.5,515.0
2009-12-10,1.769700050354004,70.54000091552734,6.8165998458862305,76.04000091552734,82.3403549194336,377.25,39.09000015258789,313.1000061035156,1027.0,517.75
2009-12-11,1.7590999603271484,69.87000274658203,6.817800045013428,76.56999969482422,82.69013977050781,389.25,39.220001220703125,314.5,1035.0,519.25
2009-12-14,1.7445000410079956,69.51000213623047,6.819300174713135,76.3499984741211,83.25574493408203,392.0,39.400001525878906,326.5,1055.0,525.0
2009-12-15,1.750599980354309,70.69000244140625,6.818600177764893,76.95999908447266,82.8687515258789,407.5,39.63999938964844,316.79998779296875,1055.0,536.75
2009-12-16,1.7443000078201294,72.66000366210938,6.818699836730957,77.0,82.99527740478516,410.25,40.33000183105469,316.8999938964844,1059.5,537.25
2009-12-17,1.7903000116348267,72.6500015258789,6.8196001052856445,77.69000244140625,81.99803161621094,397.0,38.63999938964844,307.3999938964844,1022.0,518.5
2009-12-18,1.7864999771118164,73.36000061035156,6.81850004196167,77.81999969482422,82.4619140625,397.75,38.33000183105469,305.3999938964844,1012.0,528.0
2009-12-21,1.7795000076293945,72.47000122070312,6.818399906158447,78.04000091552734,83.29993438720703,400.0,38.279998779296875,300.79998779296875,1001.0,519.5
2009-12-22,1.7796000242233276,74.4000015258789,6.818999767303467,78.25,83.59920501708984,398.75,38.04999923706055,298.5,991.0,523.0
2009-12-23,1.7615000009536743,76.66999816894531,6.817999839782715,77.9000015258789,83.7638168334961,404.75,38.08000183105469,303.8999938964844,1001.25,529.0
2009-12-24,1.7272000312805176,78.05000305175781,6.833000183105469,77.83999633789062,84.16039276123047,408.5,38.459999084472656,301.3999938964844,999.5,524.5
2009-12-28,1.7359999418258667,78.7699966430664,6.819900035858154,77.62999725341797,84.33998107910156,416.0,39.630001068115234,310.3999938964844,1029.0,550.75
2009-12-29,1.7359999418258667,78.87000274658203,6.818699836730957,77.83000183105469,84.22024536132812,417.0,39.43000030517578,314.8999938964844,1038.0,541.0
2009-12-30,1.7389999628067017,79.27999877929688,6.817200183868408,77.91000366210938,84.19031524658203,413.75,39.4900016784668,316.20001220703125,1036.25,544.75
2009-12-31,1.7430000305175781,79.36000061035156,6.83050012588501,77.86000061035156,83.38224029541016,414.5,40.349998474121094,313.8999938964844,1039.75,541.5
2010-01-04,1.718999981880188,81.51000213623047,6.81689977645874,77.52999877929688,84.7963638305664,418.5,40.900001525878906,316.0,1049.5,557.75
2010-01-05,1.7369999885559082,81.7699966430664,6.816999912261963,77.62000274658203,85.02083587646484,418.75,40.709999084472656,319.3999938964844,1052.25,553.0
2010-01-06,1.7315000295639038,83.18000030517578,6.818299770355225,77.48999786376953,85.0806884765625,421.75,40.66999816894531,317.8999938964844,1050.5,567.25
2010-01-07,1.7388999462127686,82.66000366210938,6.817800045013428,77.91000366210938,85.43984985351562,417.5,39.9900016784668,307.0,1017.75,557.75
2010-01-08,1.7319999933242798,82.75,6.817500114440918,77.47000122070312,85.72416687011719,423.0,39.529998779296875,306.79998779296875,1013.0,568.5
2010-01-11,1.7309999465942383,82.5199966430664,6.816500186920166,77.0,85.84387969970703,422.5,39.189998626708984,304.70001220703125,1001.75,572.5
2010-01-12,1.7373000383377075,80.79000091552734,6.8165998458862305,76.94999694824219,85.04331970214844,392.5,38.2599983215332,295.3999938964844,969.5,535.75
2010-01-13,1.74590003490448,79.6500015258789,6.816800117492676,76.8499984741211,85.76162719726562,384.0,38.630001068115234,300.5,983.5,537.0
2010-01-14,1.7640999555587769,79.38999938964844,6.816999912261963,76.7300033569336,85.99353790283203,381.0,37.79999923706055,299.0,968.5,527.75
2010-01-15,1.7644000053405762,78.0,6.816999912261963,77.31999969482422,85.0283203125,371.5,37.529998779296875,291.70001220703125,974.0,510.0
2010-01-18,1.7632999420166016,,6.816800117492676,,,,,,,
2010-01-19,1.7741999626159668,79.0199966430664,6.816800117492676,77.5,86.09081268310547,369.25,37.150001525878906,290.8999938964844,963.5,500.5
2010-01-20,1.7894999980926514,77.62000274658203,6.817299842834473,78.33999633789062,85.21537017822266,368.0,36.56999969482422,286.20001220703125,950.0,497.5
2010-01-21,1.8007999658584595,76.08000183105469,6.817699909210205,78.31999969482422,83.57677459716797,372.0,37.0,287.5,954.0,499.5
2010-01-22,1.8187999725341797,74.54000091552734,6.816999912261963,78.27999877929688,81.71367645263672,364.75,36.709999084472656,286.3999938964844,951.5,498.5
2010-01-25,1.7834999561309814,75.26000213623047,6.81689977645874,78.19000244140625,82.13269805908203,367.75,36.5,283.0,940.5,498.25
2010-01-26,1.8336000442504883,74.70999908447266,6.8165998458862305,78.43000030517578,81.78852844238281,362.25,36.77000045776367,287.3999938964844,947.5,494.0
2010-01-27,1.8495999574661255,73.66999816894531,6.816999912261963,78.68000030517578,82.17756652832031,358.25,36.31999969482422,281.29998779296875,929.0,483.75
2010-01-28,1.8680000305175781,73.63999938964844,6.81689977645874,78.9000015258789,81.23480224609375,361.75,36.150001525878906,281.6000061035156,931.75,487.0
2010-01-29,1.8729000091552734,72.88999938964844,6.81689977645874,79.45999908447266,80.35189056396484,356.5,36.150001525878906,273.79998779296875,914.0,474.0
2010-02-01,1.8624000549316406,74.43000030517578,6.816999912261963,79.23999786376953,81.60145568847656,359.0,36.189998626708984,271.79998779296875,909.75,474.75
2010-02-02,1.830399990081787,77.2300033569336,6.815000057220459,79.01000213623047,82.58907318115234,365.0,37.470001220703125,273.6000061035156,925.5,487.25
2010-02-03,1.850000023841858,76.9800033569336,6.81689977645874,79.37000274658203,82.17756652832031,353.0,36.900001525878906,268.8999938964844,908.0,469.0
2010-02-04,1.8803999423980713,73.13999938964844,6.81689977645874,79.91999816894531,79.6410903930664,354.0,37.209999084472656,271.20001220703125,914.0,475.75
2010-02-05,1.882699966430664,71.19000244140625,6.81850004196167,80.44000244140625,79.80574035644531,351.5,37.0,271.0,913.5,473.25
2010-02-08,1.871500015258789,71.88999938964844,6.816999912261963,80.30000305175781,79.22958374023438,356.0,37.95000076293945,274.3999938964844,929.5,484.0
2010-02-09,1.843000054359436,73.75,6.8165998458862305,79.86000061035156,80.2247314453125,358.5,38.380001068115234,270.6000061035156,924.5,482.25
2010-02-10,1.850600004196167,74.5199966430664,6.818999767303467,80.02999877929688,80.06759643554688,361.75,38.27000045776367,276.3999938964844,937.5,496.75
2010-02-11,1.8515000343322754,75.27999877929688,6.823800086975098,79.98999786376953,80.9056167602539,363.25,38.13999938964844,277.3999938964844,943.0,493.5
2010-02-12,1.8585000038146973,74.12999725341797,6.823500156402588,80.31999969482422,80.8382568359375,361.5,37.84000015258789,280.0,945.0,486.5
2010-02-15,1.8514000177383423,,6.823400020599365,,,,,,,
2010-02-16,1.8424999713897705,77.01000213623047,6.823400020599365,79.69999694824219,82.11024475097656,367.25,38.95000076293945,283.8999938964844,965.5,505.0
2010-02-17,1.8329999446868896,77.33000183105469,6.823400020599365,80.37999725341797,82.49932861328125,360.0,38.75,279.3999938964844,951.5,494.75
2010-02-18,1.819000005722046,79.05999755859375,6.823400020599365,80.4000015258789,82.98566436767578,357.25,38.70000076293945,275.6000061035156,948.0,485.0
2010-02-19,1.8035000562667847,79.80999755859375,6.8190999031066895,80.63999938964844,83.15776824951172,360.0,38.52000045776367,276.3999938964844,945.0,489.75
2010-02-22,1.8079999685287476,80.16000366210938,6.81790018081665,80.51000213623047,83.17274475097656,371.5,38.83000183105469,281.70001220703125,961.5,501.25
