book,strategy,cost_adjusted,formula,overfit,is_sharpe,oos_sharpe,oos_pnl,oos_dd,oos_dd_pct_avg_margin,full_sharpe,full_pnl,full_dd,full_dd_pct_avg_margin,hit_rate,win_days,turnover,avg_gross_exposure,avg_margin_used
SRW_HRW_PAIR,pair_price_mr_cargill_90_10_cost_control,True,"90% SRW/HRW price MR + 10% SRW/HRW Cargill physical family, with fixed cost-control execution","Low/moderate: round-number 10% Cargill physical overlay; no fitted coefficients, but still a researched blend.",1.5765832992731277,1.1289484977540596,26.68922258804173,-19.90968255687661,22.755886259737615,1.4031188495951143,84.6797695440186,-22.050536474552537,25.202787565681373,0.4785714285714286,67,0.005001591461476311,0.030535627887554886,87.49245065485829
