,processed,planned
2017-03-11,765993.2396500645,665679.1892496743
2017-03-12,760782.5767682838,667556.0282602219
2017-03-13,671012.1589523661,691319.4380594055
2017-03-14,777992.6104956374,689605.7421597876
2017-03-15,720344.2997691957,578574.1323204907
2017-03-16,775168.3538081559,654026.6946227637
2017-03-17,772350.1555606333,662108.0489797808
2017-03-18,829970.6215046243,666523.1008875264
2017-03-19,746009.6685599019,688392.8994818965
2017-03-20,758484.8931491721,711413.2166145907
2017-03-21,585626.7752368085,627776.6536221642
2017-03-22,614090.6469808109,570370.4420755961
2017-03-23,783572.7340835074,706014.9774987713
2017-03-24,776080.5976759023,726319.8544296023
2017-03-25,755165.3104297363,723574.6155539801
2017-03-26,676566.7347202017,718250.6226058288
2017-03-27,675309.7666527813,702901.3004393779
2017-03-28,655716.5421629592,700031.7266868561
2017-03-29,731688.5115117027,706452.0404573058
2017-03-30,756680.9381923277,708816.8963556985
2017-03-31,746447.2498984156,705626.7213600724
2017-04-01,779825.8404225464,704558.4299123791
2017-04-02,708446.7000713429,662310.5589739546
2017-04-03,765489.478330042,725102.4532774591
2017-04-04,746398.7437315997,723301.7498477484
2017-04-05,832781.8303380978,727077.4809319641
2017-04-06,891626.8352272636,730405.8087646425
2017-04-07,889746.6042051073,712322.9904667324
2017-04-08,861138.0576927592,713268.3646885188
2017-04-09,793409.1914498438,707146.1339807485
2017-04-10,886018.2489948865,729408.3157745217
2017-04-11,868313.4252022484,726653.592309761
2017-04-12,880258.8462254471,735969.3730355729
2017-04-13,794348.0600278925,733163.0524671694
2017-04-14,742735.0601008782,731244.3852734471
2017-04-15,739136.9418409967,723786.5805641998
2017-04-16,710831.829513303,725350.5903287549
2017-04-17,669752.2789928016,681290.1061843003
2017-04-18,756017.1159944588,736264.9382800605
2017-04-19,592306.3453067216,620725.9422756492
2017-04-20,683938.3932498692,736611.0182551568
2017-04-21,667641.7180687543,701189.5501560488
2017-04-22,675007.6449238515,702808.1254411223
2017-04-23,650105.7627852127,666750.8186191232
2017-04-24,655310.6834438667,580631.2746528084
2017-04-25,646125.2749187662,591407.4269644892
2017-04-26,659332.5876753762,591488.477417287
2017-04-27,664476.3745076249,591969.5060168904
2017-04-28,699549.7064435496,591813.2790681008
2017-04-29,720521.7295912894,607134.9071803859
2017-04-30,736771.5974496162,622371.0571522117
2017-05-01,733943.4026909797,630857.8996522756
2017-05-02,717339.63610151,585024.8579818126
2017-05-03,767225.880467683,627740.4267951798
2017-05-04,711393.7639938383,634848.6683164253
2017-05-05,782969.4100952928,624422.3808260261
2017-05-06,672191.8301283085,628605.9149182695
2017-05-07,793760.6872586284,619908.3661248053
2017-05-08,753861.0841790953,624217.4072428124
2017-05-09,723219.3745599518,576024.461431891
2017-05-10,780760.9250868256,636960.2430618631
2017-05-11,750028.5292099287,639615.4967251307
2017-05-12,785461.8935107278,634875.3860294378
2017-05-13,785720.673515049,637115.4697595695
2017-05-14,709160.0954099675,635092.6448707578
2017-05-15,610431.0986276162,634645.731921498
2017-05-16,740833.1008189863,632201.4182313067
2017-05-17,740104.0510058547,626348.8218403908
2017-05-18,749303.6535580368,610650.0798266003
2017-05-19,778665.2977172157,607016.5896637008
2017-05-20,767946.7631034034,642033.6933425311
2017-05-21,772161.645977134,637196.4511974164
2017-05-22,750021.6223940871,637603.8963353238
2017-05-23,730549.6375351592,601502.4125777201
2017-05-24,634384.3115057212,549636.1365745007
2017-05-25,739698.3422901946,610383.4832772749
2017-05-26,677915.3551928492,613782.9079371484
2017-05-27,738712.2868561333,612828.6810858289
2017-05-28,763418.4886466812,611528.1240442146
2017-05-29,759682.3898216739,618288.6481964767
2017-05-30,732239.8689836678,604994.9190492481
2017-05-31,721058.3778041393,601047.4991698042
2017-06-01,744813.7730484533,616896.4644493123
2017-06-02,731213.2000295442,610576.1875349171
2017-06-03,666950.2206918718,554714.2881823593
2017-06-04,659256.3111694028,549570.4627020481
2017-06-05,713735.6111737612,762230.4162011745
2017-06-06,734925.1173846073,761172.0808526495
2017-06-07,728875.2464745325,763261.4900460301
2017-06-08,692899.6797851709,757387.8761717709
2017-06-09,722602.3793219799,756605.0494628396
2017-06-10,704631.9060175817,752288.0369782937
2017-06-11,667303.6086538989,755320.7752555842
2017-06-12,733190.8120988396,757451.0762127632
2017-06-13,694844.9683304913,771026.8495439482
2017-06-14,599010.2158616718,668991.2730608892
2017-06-15,754810.0294110215,776631.8099346894
2017-06-16,739329.3000152506,758801.8416300663
2017-06-17,748505.212663311,735757.4582766925
2017-06-18,703312.9238838302,728372.3039074363
2017-06-19,758642.7989054952,762874.6515812322
2017-06-20,738626.4628839499,765404.5968220152
2017-06-21,656961.0310854727,683928.2479897531
2017-06-22,657847.3724725579,709100.9103962384
2017-06-23,716161.0146788121,749098.9677829669
2017-06-24,740176.210709727,756292.0973942349
2017-06-25,734121.2971420112,753442.216177074
2017-06-26,733635.3480074968,761580.6585936387
2017-06-27,696147.2673596787,762202.5934819754
2017-06-28,734500.4323046865,765964.6725685644
2017-06-29,726243.6234897305,766732.3130627968
2017-06-30,752220.1242260118,762768.3319891297
2017-07-01,738692.8744898661,763474.7544603206
2017-07-02,747379.5063721297,754284.5770622279
2017-07-03,733286.8774254584,753494.4657396366
2017-07-04,747021.368097079,755008.7946587382
2017-07-05,648387.3992541046,718770.79923013
2017-07-06,660509.2879052671,779416.3029033566
2017-07-07,676049.433969636,786452.382924802
2017-07-08,692651.1197293858,786010.100359331
2017-07-09,668010.5452689779,782368.3723813194
2017-07-10,670092.2849825568,770314.1678015218
2017-07-11,689757.5463828647,786988.9074415828
2017-07-12,747027.8900480907,782358.979501088
2017-07-13,707518.3998428831,773621.5321684805
2017-07-14,752608.8976156828,772050.2214818279
2017-07-15,751952.4233523682,787146.2242530095
2017-07-16,754381.089554819,765769.4593550905
2017-07-17,738491.047509891,772567.8877312277
2017-07-18,705603.527585018,762374.7341518768
2017-07-19,575251.1940700188,673730.3625676237
2017-07-20,667668.4855313995,770301.1471947924
2017-07-21,750329.4999932905,773970.3115765515
2017-07-22,739569.9892062527,730559.4660552845
2017-07-23,704977.5768485965,775424.396467252
2017-07-24,762748.2770260763,792712.5202358022
2017-07-25,765589.6302938056,751357.5962395746
2017-07-26,832224.7726896085,793882.7758865594
2017-07-27,839834.1746666036,791960.7808621994
2017-07-28,735827.3242047094,735484.8979995431
2017-07-29,752675.0462416474,717420.1405105174
2017-07-30,759440.277888209,708586.7361517973
2017-07-31,649659.0535109682,700316.8982122941
2017-08-01,697083.0060151215,618592.0716921387
2017-08-02,704892.9518114349,624405.4055751243
2017-08-03,773594.0669902229,679018.2870539968
2017-08-04,778943.8935326559,707707.590684738
2017-08-05,750996.5174215002,703491.0606476666
2017-08-06,776717.9234629374,692048.3835018994
2017-08-07,780301.940499673,690224.3364019512
2017-08-08,766575.7047233441,690672.7957024485
2017-08-09,789161.8883156322,691847.0316010001
2017-08-10,744419.7587509236,675863.0338189631
2017-08-11,709522.740655406,681158.8126788886
2017-08-12,697243.0486866565,682247.3895742693
2017-08-13,644077.8274784692,628837.8562851973
2017-08-14,691293.6544205536,615470.8816920145
2017-08-15,657350.6552182842,615902.9287741357
2017-08-16,604174.1920860385,510021.00230939995
2017-08-17,659809.308878908,575019.9418158781
2017-08-18,613432.3618202085,502358.32459031825
2017-08-19,613659.7686584875,508439.1164852195
2017-08-20,590744.2972040505,505247.98770429555
2017-08-21,523931.1945797258,512311.1956928172
2017-08-22,512838.6081039804,510646.6410056152
2017-08-23,589299.6968353344,508367.90279281675
2017-08-24,647893.0034734247,539338.403226352
2017-08-25,689472.1931905844,571367.1537571076
2017-08-26,696833.8214055911,571084.7833883106
2017-08-27,674893.2374326938,558039.4900534619
2017-08-28,665182.6103374959,577401.1683900852
2017-08-29,701483.6433750646,599109.9198410003
2017-08-30,726285.1132504654,621253.6650838364
2017-08-31,662908.3618225073,631477.4752199632
2017-09-01,702626.8087057734,640287.8770731812
2017-09-02,711756.7468957752,635598.5639800301
2017-09-03,700941.0662848573,640138.160353029
2017-09-04,717047.5381998384,636689.8935851534
2017-09-05,726606.8198493547,638462.450942277
2017-09-06,622539.9419090523,599454.3437947677
2017-09-07,645201.2429690956,634252.8061865601
2017-09-08,742521.4902815678,656501.6143610957
2017-09-09,730204.0844691428,673985.5421190206
2017-09-10,648650.5233895705,605696.3739939228
2017-09-11,500566.12965982687,451311.3151921824
2017-09-12,519726.19887358876,437607.81471331295
2017-09-13,479849.5065970531,441139.93179171445
2017-09-14,598647.4487129942,509959.85985230876
2017-09-15,663973.067032272,635716.2634859341
2017-09-16,709697.2927837262,648514.788635418
2017-09-17,704518.4020012062,651899.5733801447
2017-09-18,705654.8811562444,636869.049817126
2017-09-19,538841.2796600708,616817.0828140411
2017-09-20,579147.7965659244,618177.7416896746
2017-09-21,604572.4552802426,597541.0978580668
2017-09-22,630153.4032522036,592732.236868134
2017-09-23,674447.0337001103,657408.9517153021
2017-09-24,723881.4297826439,656247.8569724205
2017-09-25,736320.4470803915,652683.3196999024
2017-09-26,764398.5958495584,650121.2935289069
2017-09-27,768048.115197662,738098.4079990393
2017-09-28,876160.1621339695,792145.4688857737
2017-09-29,898390.408233386,842647.4229237267
2017-09-30,952917.0194002744,850536.93587934
2017-10-01,890733.427674002,852040.6236275195
2017-10-02,806847.3402354257,840099.647472912
2017-10-03,804441.2086695028,777317.5320298092
2017-10-04,920862.6753891787,928349.723499753
2017-10-05,889623.5109117863,909644.2741096714
2017-10-06,943874.9913937986,922783.9204443729
2017-10-07,950604.7495937931,939849.9089106864
2017-10-08,971244.0090569986,952590.7878722785
2017-10-09,920104.8101668059,951418.9983598898
2017-10-10,939349.8614696523,966762.2340361068
2017-10-11,971451.892129401,968687.1802697474
2017-10-12,956123.2748041385,976742.6667163057
2017-10-13,915497.57545419,913412.7749542989
2017-10-14,852038.4252046365,861976.6837255778
2017-10-15,820681.3258371404,856051.1645042604
2017-10-16,802905.6926335848,823782.1645098998
2017-10-17,937889.6347268204,968492.1282732636
2017-10-18,998314.4085914715,968782.4010821902
2017-10-19,986071.0443963213,972153.644079849
2017-10-20,999153.7284934955,970343.5693111144
2017-10-21,963239.4508455624,970730.726034006
2017-10-22,959478.20167359,963540.116092477
2017-10-23,989362.2259294745,962961.2205961964
2017-10-24,918132.088460415,970283.8422530345
2017-10-25,893272.4322838119,873253.1742306165
2017-10-26,944709.860948855,854031.4312238375
2017-10-27,841211.0472015188,891750.0005301937
2017-10-28,860256.1820011173,969247.5003657888
2017-10-29,910512.5687629519,975313.2340188228
2017-10-30,940547.6297106664,940992.4907010818
2017-10-31,845850.4144617885,892504.2669599566
2017-11-01,960041.6997302452,978171.3960659376
2017-11-02,939166.4148411881,955030.6204298593
2017-11-03,947596.889393341,948670.2566902285
2017-11-04,946097.2196593491,931442.2523279476
2017-11-05,914428.3080944828,934468.3148863938
2017-11-06,973762.547883239,944772.6069550616
2017-11-07,955169.8109736312,939489.2391073728
2017-11-08,916487.9407198812,943403.8642779703
2017-11-09,974923.8577535658,948425.5866190116
2017-11-10,1001918.8872430782,965199.8424078994
2017-11-11,989231.0483597806,977840.6562611948
2017-11-12,846142.7829177375,977115.2300551198
2017-11-13,773510.6013714926,955982.7170594517
2017-11-14,914746.5527123921,907014.1831235413
2017-11-15,954060.0544187411,985462.0128931368
2017-11-16,912389.8712950494,990568.266458847
2017-11-17,869189.2957700734,862589.3948780039
2017-11-18,990287.5924015924,957527.7220056246
2017-11-19,974546.8371190198,985432.0860178166
2017-11-20,998610.3442356383,980460.7351670807
2017-11-21,982319.3868845878,977618.9618046152
2017-11-22,984187.7005353571,981795.113305536
2017-11-23,959794.280413115,979414.8680755994
2017-11-24,979263.6996978685,968657.2755308402
2017-11-25,923488.7733939708,960215.5972123736
2017-11-26,955067.9028783109,965068.1493547836
2017-11-27,956639.6846630374,973494.0870479447
2017-11-28,863880.9033098314,942864.9597955133
2017-11-29,968293.4119416812,959961.2194091938
2017-11-30,1007354.6619356306,985823.7352244534
2017-12-01,945447.582288019,983880.5538980715
2017-12-02,917358.3939960191,985471.4564731886
2017-12-03,900916.3108854868,963867.9761624808
2017-12-04,935764.7121710861,940323.891972046
2017-12-05,795996.6740828106,770742.4466559613
2017-12-06,748234.8627870985,770471.895389344
2017-12-07,982640.9490707803,991933.3887243037
2017-12-08,1008484.3456579205,981625.5813742402
2017-12-09,1004814.0902694364,985075.9280527353
2017-12-10,904598.874251719,984746.910713559
2017-12-11,942047.7679810391,973433.171176617
2017-12-12,955662.5982221458,947060.5007521042
2017-12-13,901451.4108422921,906494.6371539857
2017-12-14,953580.2763530146,926840.00395682
2017-12-15,918703.8947455306,933635.710520905
2017-12-16,978407.0866771062,968107.8660692667
2017-12-17,986050.1915933954,968745.0056969417
2017-12-18,924107.8375258467,942447.3416375922
2017-12-19,936045.9514889411,971346.7467433482
2017-12-20,830398.3468616802,968178.460909887
2017-12-21,952471.1342307932,959091.062887642
2017-12-22,963185.4656700948,948176.6415575413
2017-12-23,948860.5725571226,950292.4941609934
2017-12-24,776264.1543257242,933880.1546902694
2017-12-25,654964.9865246996,856129.4519755758
2017-12-26,759920.7730295114,960252.6915364184
2017-12-27,870975.0664164186,979568.004494138
2017-12-28,895176.3837905241,974983.0760070373
2017-12-29,939475.1988715769,969225.5999924662
2017-12-30,961789.2900827779,961025.5397417127
2017-12-31,870219.6340090883,961146.9552661678
2018-01-01,720109.7164134872,948503.9895364762
2018-01-02,786926.5781820824,908994.9088901648
2018-01-03,875803.3544174024,941918.7723713621
2018-01-04,905247.0419608387,941187.289081877
2018-01-05,921644.1791817276,942922.8823058108
2018-01-06,942763.6281890438,968417.0947743981
2018-01-07,866350.4988094262,973352.8724783317
2018-01-08,887778.9895896144,911916.9690157986
2018-01-09,929268.3739851703,972015.0432807837
2018-01-10,959039.0676127665,961772.81902348
2018-01-11,912751.3793597524,947640.9805013826
2018-01-12,912791.297842217,966563.3977285472
2018-01-13,889188.7983782068,955723.9385893678
2018-01-14,885843.6616068829,945867.8274407369
2018-01-15,952465.4127254353,967702.1154838247
2018-01-16,871128.2489046355,953350.296818127
2018-01-17,896532.7798123326,949397.2170940528
2018-01-18,967347.8223362137,942677.5125240281
2018-01-19,943201.118320647,963541.6670663585
2018-01-20,970386.4899260624,966105.6923301877
2018-01-21,958781.7114835333,972244.6593079787
2018-01-22,917552.0635201395,930378.0118556446
2018-01-23,903740.6616459995,901207.1188473842
2018-01-24,947152.0127340071,979584.6544540594
2018-01-25,903720.9803964017,960404.6143458312
2018-01-26,922737.3802239953,984962.5216908249
2018-01-27,959496.3027753287,981196.3635546328
2018-01-28,974929.4415502842,972684.4842190981
2018-01-29,919691.9189335052,974240.8451364004
2018-01-30,857284.4877657802,974472.0667108773
2018-01-31,977217.6713785073,977002.0910663806
2018-02-01,969367.9104522796,973660.9572808301
2018-02-02,974367.2057209869,967294.3410842547
2018-02-03,961010.2500125752,965393.7269192195
2018-02-04,924248.4758305247,964006.6506266514
2018-02-05,964528.0484344137,979384.3890206575
2018-02-06,938651.7594437968,985527.0637093183
2018-02-07,962672.6623114343,979387.1900591298
2018-02-08,981612.9613060917,980319.2212302289
2018-02-09,971035.9798569543,980216.3867210634
2018-02-10,889911.1825689531,957363.3742904982
2018-02-11,944089.5270716908,945982.3337806893
2018-02-12,903584.7528444236,933359.1562191426
2018-02-13,903482.5909432671,973235.3899891506
2018-02-14,848478.9910491827,974386.1824368928
2018-02-15,895263.9991099171,968454.1736240099
2018-02-16,945359.8438877632,934036.8444268348
2018-02-17,966646.2807926937,949259.651903219
2018-02-18,888313.4456476256,970557.5544477046
2018-02-19,978416.414716175,978422.1091151199
2018-02-20,875825.5509153227,987224.5064344693
2018-02-21,879811.7411542058,948952.6211334569
2018-02-22,957627.4597662536,948725.1259153697
2018-02-23,955218.2302526484,975272.9265874992
2018-02-24,933355.0572536173,974051.2071826314
2018-02-25,947610.6268808437,962741.0747625098
2018-02-26,977481.0461480068,965944.4320180041
2018-02-27,922598.6070920235,971873.4474334018
2018-02-28,955841.7469506742,967327.4448599303
2018-03-01,987683.3805145494,961389.9647575465
2018-03-02,969985.8154537046,964132.4066524167
2018-03-03,976557.9552207951,961507.0633939819
2018-03-04,977643.1247601341,938872.7528121148
2018-03-05,819009.7402925654,943622.9772231291
2018-03-06,841401.1167499851,960166.4252099533
2018-03-07,881978.6137923633,975525.7675027556
2018-03-08,957566.8630129555,973430.1397800777
2018-03-09,1004915.0970158855,971146.0101090801
2018-03-10,959662.9374401757,968591.6880746351
2018-03-11,880526.3346733844,960881.6014920734
2018-03-12,765907.3204158657,969381.9728210063
2018-03-13,907298.6621982625,964847.1289731374
2018-03-14,848626.8780141657,900969.261026464
2018-03-15,993035.3730313617,969724.6237803055
2018-03-16,936329.5930799632,922022.0376081477
2018-03-17,935412.205591256,963260.7259845543
2018-03-18,957769.2047919795,965919.6837275786
2018-03-19,848718.3437832502,1000158.182444588
2018-03-20,943368.9334059622,997634.589850459
2018-03-21,989286.2233371874,992675.3130416032
2018-03-22,1037347.2887676965,996683.5142233778
2018-03-23,990215.4801132221,990935.192328228
2018-03-24,924571.8505172455,958790.6988518934
2018-03-25,915089.2782413955,944106.3330702124
2018-03-26,928729.0557562422,981476.0115266931
2018-03-27,890715.5284335668,910919.2387865146
2018-03-28,905326.4491818394,957200.621180409
2018-03-29,958751.5731790875,997724.0145523379
2018-03-30,936554.1843486706,983042.4896774724
2018-03-31,945943.4585655036,1004646.5357307382
2018-04-01,924577.3167991895,964177.1388635503
2018-04-02,952415.9874553032,957285.4848915029
2018-04-03,976710.5400148559,950202.8456125583
2018-04-04,834078.472988758,938949.3489539565
2018-04-05,986761.0018477939,949527.1604363018
2018-04-06,941211.5724102557,932402.4816030506
2018-04-07,913475.0031277855,952460.3106794923
2018-04-08,930224.5306664106,960782.2741186827
2018-04-09,989938.3224138162,965701.1388013262
2018-04-10,956479.5149861797,976274.9552708281
2018-04-11,966010.6737006615,975479.5659045985
2018-04-12,922440.908954171,992633.1195135196
2018-04-13,842492.568696094,813270.1426476099
2018-04-14,801930.1252434935,814408.829315466
2018-04-15,739993.2793568772,812383.8334736179
2018-04-16,817842.0253843901,815586.0373026762
2018-04-17,880111.6597906546,858058.9748109023
2018-04-18,717667.1607799891,783715.4960854414
2018-04-19,801835.3991638985,778081.3344973299
2018-04-20,828079.836700853,882786.7330415159
2018-04-21,904332.249500208,876944.0545049802
2018-04-22,858963.9266706883,868128.0240762738
2018-04-23,890509.2950512175,881773.9349591504
2018-04-24,945647.2354751768,947835.34092981
2018-04-25,1007436.9763272328,988781.214104903
2018-04-26,971247.1231647045,991888.7854343711
2018-04-27,921517.0741694233,972745.3526119114
2018-04-28,891813.938732837,961269.0398281362
2018-04-29,915765.6279523323,961465.3059050409
2018-04-30,957951.060013571,996807.8374948923
2018-05-01,991244.3717948184,1001261.0296072719
2018-05-02,1010210.8746307812,1006093.9972216013
2018-05-03,936142.8507603965,1008498.8984434792
2018-05-04,960907.915683607,1008966.8546314335
2018-05-05,935941.7300363686,1007727.8627457657
2018-05-06,763013.7777842499,997125.713036241
2018-05-07,927342.9521567371,1000860.0640592781
2018-05-08,965177.1267846538,968990.6575600455
2018-05-09,901948.8289435765,892071.2767783798
2018-05-10,959034.1181741303,941905.0798406933
2018-05-11,996882.2850814817,994106.7851670329
2018-05-12,999728.7164782669,992260.3649676774
2018-05-13,948960.6954609959,992823.1486093051
2018-05-14,974102.6917173244,974882.5435250564
2018-05-15,920338.4207079634,914782.9120548671
2018-05-16,894599.093165124,909529.0960876556
2018-05-17,897920.1276326542,913181.3374788563
2018-05-18,885802.1992604461,989943.9220810459
2018-05-19,1013001.1310676904,1006163.4308709695
2018-05-20,890752.5728881041,999583.2885348537
2018-05-21,929108.2692024535,998512.7859003479
2018-05-22,944422.5773241811,959319.4430806248
2018-05-23,800811.9059325315,873254.4148406438
2018-05-24,949867.7289589552,978003.1986475757
2018-05-25,926237.8825898055,998518.1478715794
2018-05-26,850401.8527251252,985151.7952160871
2018-05-27,942886.2025931834,987305.3388719219
2018-05-28,887877.3621500931,995988.0838872615
2018-05-29,930494.863839061,1004887.0856922914
2018-05-30,925103.2853337674,1007563.4864472697
2018-05-31,1012132.5279351588,1006461.5470329844
2018-06-01,994735.3950869113,1003761.3308770742
2018-06-02,916447.0586194957,1003135.8441742325
2018-06-03,947720.6299320778,982484.2349188785
2018-06-04,960972.7074536894,994034.5564087842
2018-06-05,1003416.5282420593,993833.8262450659
2018-06-06,985592.3056032788,999112.630123398
2018-06-07,922789.8538251863,998728.3035174739
2018-06-08,928200.0187911274,989301.3901924645
2018-06-09,974785.5054846454,988530.2642325619
2018-06-10,949029.0557971195,972465.081332913
2018-06-11,836631.7577574779,995449.9654423351
2018-06-12,902117.3731814346,893130.5502628323
2018-06-13,704754.263078126,729034.1775757171
2018-06-14,746859.1547801828,889346.5031545239
2018-06-15,961265.2250791601,1004526.2755187033
2018-06-16,888846.5822564038,1005136.7336868697
2018-06-17,962012.0007986664,1000165.1414761593
2018-06-18,967856.3752844426,979657.239452588
2018-06-19,969066.605484306,981895.0927292218
2018-06-20,983846.2499754607,983161.1652249469
2018-06-21,957072.0163287222,981166.3842368913
2018-06-22,995608.6297922579,964803.9891341677
2018-06-23,947159.023214859,984338.1607464945
2018-06-24,897867.3455193057,952784.7354050073
2018-06-25,961393.9466634595,993071.9666273182
2018-06-26,933905.5857577255,977929.9061870737
2018-06-27,921394.2244101511,924403.1048379989
2018-06-28,957419.1481100561,1000169.4295387075
2018-06-29,957087.3275993756,990251.4112938388
2018-06-30,904871.1715098759,954920.5268312386
2018-07-01,859774.8722542451,951069.9784161246
2018-07-02,989314.2349336104,975507.9782830082
2018-07-03,851437.0773394634,907842.2284286383
2018-07-04,981758.0972289782,979935.4976058272
2018-07-05,1004643.9867423581,981222.995743145
2018-07-06,963741.9998036807,968257.0388522352
2018-07-07,971329.3538734032,966125.8428241427
2018-07-08,947231.9163883828,967329.5594354208
2018-07-09,999372.7269317434,1005084.1717117733
2018-07-10,960875.5860320523,997104.0793710883
2018-07-11,915653.2220018866,1000476.4818849503
2018-07-12,968090.4156371321,1001032.7410590049
2018-07-13,946732.7745969527,975341.7243512392
2018-07-14,937334.9031262395,974443.232194057
2018-07-15,881664.1016963773,968840.5880457687
2018-07-16,964850.1778188271,1000052.9254157866
2018-07-17,919400.18640189,929448.1010827775
2018-07-18,712714.6127386314,896589.8615710613
2018-07-19,862895.5934725045,996846.0394536597
2018-07-20,994652.05950216,988086.651580993
2018-07-21,962881.7611557684,967387.2227065692
2018-07-22,916355.8845099478,985948.3334945407
2018-07-23,965211.3482895382,986991.5118693616
2018-07-24,1006701.7553595327,1006912.4144026904
2018-07-25,1011083.7083676865,1008663.0947886036
2018-07-26,1027701.3930330153,1002674.2589101751
2018-07-27,989482.4405324052,991704.1178881797
2018-07-28,976087.7174379878,995164.0479317085
2018-07-29,909922.8902047963,976603.7118308711
2018-07-30,996928.9468351193,999041.2703482413
2018-07-31,1027454.0558037701,1001583.2559128046
2018-08-01,981082.2253437905,999900.5541830582
2018-08-02,958545.3070327028,969788.0297803252
2018-08-03,898360.0073453739,988768.5869062534
2018-08-04,904734.1538309731,962748.4743342937
2018-08-05,946364.2268779288,988539.659994758
2018-08-06,991116.7518803634,996576.6540883923
2018-08-07,1006537.81548392,1001042.1804271351
2018-08-08,948899.1136322396,968029.4624736556
2018-08-09,930338.9975369242,984277.2721650633
2018-08-10,1012729.0693704563,988283.9067166363
2018-08-11,982883.7054395252,979189.0675946204
2018-08-12,959750.5389286105,976422.1252056648
2018-08-13,876246.0471228358,897240.2920978533
2018-08-14,946703.5846170437,926051.4485354702
2018-08-15,806157.8150622632,890339.7929074577
2018-08-16,726521.9811908746,899756.6737859211
2018-08-17,849005.9540680569,864960.5749752393
2018-08-18,895462.7940979174,864424.8993958428
2018-08-19,819149.3211930082,876904.4884044104
2018-08-20,757759.2455810829,761434.9527877499
2018-08-21,620224.734284369,651403.4339666105
2018-08-22,590736.7331420898,649876.7235060432
2018-08-23,628085.4486699934,648205.7392547372
2018-08-24,767884.8142525377,749978.9376401976
2018-08-25,769145.4963406012,800519.7140377505
2018-08-26,687445.6149333115,774834.9442445487
2018-08-27,631257.5893250807,654309.628732439
2018-08-28,749105.291226331,706201.1998760634
2018-08-29,891100.2087593172,916037.5731008773
2018-08-30,883331.7810149711,921758.2421099662
2018-08-31,911450.1832003926,965201.0043151736
2018-09-01,908366.4660446642,993127.6602959151
2018-09-02,953551.8386076249,992987.0907712142
2018-09-03,900398.7914675708,996682.3550302765
2018-09-04,929746.2597967479,962234.2794539098
2018-09-05,892816.0509558746,903131.3491576342
2018-09-06,876213.7771363992,891434.8727918061
2018-09-07,916337.5953204395,959030.1049127606
2018-09-08,962084.610703237,964578.981042948
2018-09-09,921773.4017083356,928057.5959037561
2018-09-10,772746.9401596158,902605.0778620725
2018-09-11,656969.9240709824,797600.1183074302
2018-09-12,773363.9257717751,782457.3759245863
2018-09-13,693063.3123751562,700529.3489586789
2018-09-14,713056.8066804291,787679.5602834914
2018-09-15,685769.7278166814,737075.663608426
2018-09-16,662500.5336596653,711097.5435793475
2018-09-17,626124.5044493262,636451.0971219919
2018-09-18,696537.2007721283,709676.9888499404
2018-09-19,778543.2379305698,858058.7528570688
2018-09-20,902191.6537204914,990323.5580493556
2018-09-21,945907.3870119357,964558.5521313448
2018-09-22,933717.146489415,957308.4923481354
2018-09-23,916214.5671916897,957346.5268607927
2018-09-24,831392.364242933,937608.549705641
2018-09-25,870950.1180685111,893091.2318587193
2018-09-26,931493.0523491023,1000242.3746507432
2018-09-27,985113.4179302489,1003536.8786357226
2018-09-28,963714.3696166229,1003734.553426795
2018-09-29,934215.1321401695,991567.0130583738
2018-09-30,817984.7705048217,960053.9829273836
2018-10-01,886841.0987467718,1006958.9025660214
2018-10-02,964533.5615872715,1004427.048800948
2018-10-03,917460.7516486086,1007540.7777560836
2018-10-04,868101.9516007084,1007971.5021195221
2018-10-05,810776.6952166345,992851.3035715298
2018-10-06,780063.7145268951,966550.1660443159
2018-10-07,892110.9789876257,967967.7544214501
2018-10-08,840716.4549759981,968099.3549282802
2018-10-09,869323.7973043163,936481.8054283126
2018-10-10,936066.3402641639,964623.2274860683
2018-10-11,946990.8491432808,968242.9143106693
2018-10-12,897742.5866331251,948421.0334095366
2018-10-13,841570.0014328863,945706.9551739657
2018-10-14,850969.8610126723,944036.7289565384
2018-10-15,856914.4315100245,966185.0632312157
2018-10-16,757006.4436636344,898236.3327166301
2018-10-17,749979.4584829785,852460.4218733412
2018-10-18,715255.0268869011,973641.7902764909
2018-10-19,778691.1347722064,970617.7317147596
2018-10-20,736651.1644971961,972644.1256535907
2018-10-21,776018.523420422,883181.8534905737
2018-10-22,770227.8109234124,894096.7025358778
2018-10-23,863141.7840659677,882348.8313396764
2018-10-24,897870.5325482305,939908.4712985206
2018-10-25,920176.8335054237,972783.3951817492
2018-10-26,934013.9141171445,950269.9884624346
2018-10-27,927949.2083882041,948445.0441081679
2018-10-28,939653.2391696088,984305.0540317396
2018-10-29,947215.6545880294,1001539.0481547037
2018-10-30,948547.5039460333,998109.9294025016
2018-10-31,964346.8246085545,1003549.9683773235
2018-11-01,954126.753187641,1001850.1505138319
2018-11-02,952063.5686231249,985851.2607665475
2018-11-03,996024.2853296393,994394.2059110439
2018-11-04,976322.3487958995,986795.9460285706
2018-11-05,973505.4919356966,997344.7356669261
2018-11-06,921303.7108888833,965686.5905918076
2018-11-07,981038.4990091634,1002870.0645767844
2018-11-08,994183.172190836,1008264.5106456751
2018-11-09,954807.0941794702,993795.5838920653
2018-11-10,960338.3568300653,983270.5163769618
2018-11-11,1001097.3524877566,984142.1433244505
