,processed,planned
2019-04-05,959668.9658734122,1012097.1090500181
2019-04-06,917051.549125653,1014370.3833911859
2019-04-07,885910.3047571484,985945.7872186055
2019-04-08,921058.2123480414,1009678.3331775405
2019-04-09,890270.4406706347,968735.3194907345
2019-04-10,913527.1935408383,975939.0064477079
2019-04-11,970470.3366002156,977848.432505379
2019-04-12,974321.2727887678,953779.6957056125
2019-04-13,937951.603438461,967926.1551106478
2019-04-14,861948.8721795976,889991.4251367694
2019-04-15,779423.2119790899,824864.8934231995
2019-04-16,611752.4177724515,811706.2993084383
2019-04-17,693162.08767872,813330.1258280028
2019-04-18,666251.483294811,728330.3694313072
2019-04-19,687993.3297273933,781256.3382784409
2019-04-20,773544.7740746291,789738.4137899366
2019-04-21,787154.8654450609,787821.018068143
2019-04-22,804038.33689686,786498.1443077327
2019-04-23,815799.5442957652,819970.7449364577
2019-04-24,806478.9725858512,824504.1849497835
2019-04-25,814992.211693095,824002.3322595798
2019-04-26,805127.8502398656,824246.4496570379
2019-04-27,776898.6972028464,826151.9671342433
2019-04-28,816011.7829042734,814236.1812754761
2019-04-29,735737.6133592734,820152.6506122918
2019-04-30,703167.1890246113,796282.0636238203
2019-05-01,746761.0230175467,758411.6912524324
2019-05-02,736543.1780005214,751521.6283785949
2019-05-03,764133.7450054091,753099.3821238952
2019-05-04,739734.2110426419,755379.075026658
2019-05-05,750955.4205313954,753954.254307243
2019-05-06,725569.438315435,740099.8301408116
2019-05-07,672133.0686743342,695431.6010205068
2019-05-08,788454.8214637268,784901.4357631726
2019-05-09,790984.8618369129,793447.4714662565
2019-05-10,795919.2128954323,797747.0473655643
2019-05-11,810986.760781059,798553.3260399452
2019-05-12,931801.9314220893,885094.1328644991
2019-05-13,885832.3759405215,918733.8079307795
2019-05-14,826899.9711900111,876861.0250110987
2019-05-15,761499.3510442676,849751.2676861885
2019-05-16,794138.4882700389,864000.7170426891
2019-05-17,888821.2249646864,914689.747662128
2019-05-18,939581.9146739229,966380.025322358
2019-05-19,902947.7485537294,965067.5518035649
2019-05-20,963511.1584543127,961832.6911802039
2019-05-21,847517.7443675462,888659.9827874635
2019-05-22,690753.012794476,769679.153010356
2019-05-23,816689.9918583231,852757.0303391329
2019-05-24,736609.0610794248,860100.0847134566
2019-05-25,841149.4195128585,867786.5815478134
2019-05-26,827993.1339768184,861822.7665021314
2019-05-27,782724.3046321587,864164.6517063234
2019-05-28,828421.8126178585,862577.9392303983
2019-05-29,795264.4111758394,850459.1131691585
2019-05-30,738827.8937191098,863814.4436731272
2019-05-31,744406.6015486006,885607.5856479651
2019-06-01,792816.9250409334,781541.2721291829
2019-06-02,706138.8236303921,784017.831997353
2019-06-03,574708.6824942832,597778.2681397968
2019-06-04,548797.2932323827,616427.4407579415
2019-06-05,465188.94384183193,623874.9820439345
2019-06-06,446343.64631744404,511454.73281163385
2019-06-07,577005.9140150339,615393.7452599001
2019-06-08,558119.7739568905,610870.3982928072
2019-06-09,528806.6438990195,604116.3716560841
2019-06-10,582175.7540894012,588296.8108925524
2019-06-11,651653.5210849048,601107.9725974351
2019-06-12,797372.4384746916,857812.6912821406
2019-06-13,850934.9889939692,890049.4480642045
2019-06-14,825299.0073659546,880532.9226201652
2019-06-15,784902.3383966254,877671.0886234344
2019-06-16,795756.9132196943,900697.439606521
2019-06-17,801218.798322515,883303.0926659586
2019-06-18,862413.3163988307,872100.8362641206
2019-06-19,790033.8481490428,820877.8051509549
2019-06-20,849240.0328453333,865452.6902421969
2019-06-21,857442.1056592725,882539.3593160923
2019-06-22,713614.0942491381,885309.5503658967
2019-06-23,685518.1647913402,881822.0572859292
2019-06-24,858781.912936173,873597.2505476768
2019-06-25,882059.6905867457,903343.6107699618
2019-06-26,825372.1780488362,906934.2924650286
2019-06-27,836005.874266486,913334.687885744
2019-06-28,827878.3146450466,913440.7608449168
2019-06-29,757383.275442071,909137.4723789607
2019-06-30,768966.9971214999,916676.6594455828
2019-07-01,800178.6320528783,908803.9509185051
2019-07-02,825780.0578463294,908916.1678267488
2019-07-03,845144.74835957,885269.3470378619
2019-07-04,757110.3179763618,911143.2329349848
2019-07-05,766454.430007096,905714.6216519881
2019-07-06,792499.6556935667,901750.7462924756
2019-07-07,723685.3159918606,896053.6143068279
2019-07-08,830098.2143376975,912527.9290783787
2019-07-09,867701.2876177822,896268.4464178545
2019-07-10,890655.1495794542,878175.874249553
2019-07-11,867144.7358895274,898983.7784245424
2019-07-12,859879.0279525123,957754.3076366257
2019-07-13,944278.6792510402,961693.9823306417
2019-07-14,935714.9438875545,957404.2699080532
2019-07-15,937341.7230998322,969581.720468904
2019-07-16,902880.4507314985,972160.7823837567
2019-07-17,897390.0101985249,941061.3888957128
2019-07-18,900538.7552408151,957078.3214827329
2019-07-19,922211.2450782201,946999.831086819
2019-07-20,931851.4969348384,939526.8965209653
2019-07-21,867442.3940677615,934435.8810060985
2019-07-22,821156.5874267698,917911.0837280327
2019-07-23,767918.6515513463,915648.919332719
2019-07-24,713410.340515759,835872.8946846233
2019-07-25,718177.0204182467,836646.923435289
2019-07-26,685593.5708833007,784643.904815518
2019-07-27,717621.413436653,783021.2685708735
2019-07-28,731210.9629250579,782723.0972948973
2019-07-29,798804.5840545287,788966.606768536
2019-07-30,748292.3514562063,786055.7632887446
2019-07-31,608529.6028157719,695239.9924242431
2019-08-01,719749.1736324574,756438.3818081657
2019-08-02,686370.8287072368,828985.1468515206
2019-08-03,776562.4271070643,841937.1235382241
2019-08-04,835043.5068031555,841991.0478129014
2019-08-05,803152.4252321174,847358.5675914763
2019-08-06,800657.849274842,803903.6656576255
2019-08-07,600917.6869621994,650265.7276189658
2019-08-08,525987.8302235681,648416.8383453725
2019-08-09,670369.0927612681,842751.7179812529
2019-08-10,771311.0877589332,838415.4734127441
2019-08-11,848435.2055101731,849026.0893782517
2019-08-12,817740.5391160602,849975.5944499172
2019-08-13,757783.4452102022,825239.69408412
2019-08-14,844569.5591336528,844984.6150827714
2019-08-15,865556.2127050362,848695.6658558658
2019-08-16,862488.6315390345,846751.6954466299
2019-08-17,813489.5902787976,841785.2024813789
2019-08-18,651624.2768911597,839729.5561426702
2019-08-19,715628.7844886797,845687.0949164561
2019-08-20,690806.8116451812,845830.7376727655
2019-08-21,751537.9936928289,846964.0567389169
2019-08-22,790922.9657940202,1008467.6611650166
2019-08-23,805849.5386985012,1000564.0596273675
2019-08-24,840641.7115011731,1004854.132446336
2019-08-25,850123.2617309376,1006825.8299150495
2019-08-26,804412.5235450215,851528.4213116319
2019-08-27,802228.9777074002,848765.7075915015
2019-08-28,854594.0422614507,859844.2665916724
2019-08-29,841180.5192992025,860233.5034347326
2019-08-30,849675.3400010173,859313.3292178166
2019-08-31,834190.1660377906,853028.6094829049
2019-09-01,772454.7091942169,853093.9421224778
2019-09-02,811143.2013140275,852539.8159679897
2019-09-03,826999.9367811483,844672.2917864345
2019-09-04,819656.2490038493,845652.3103148952
2019-09-05,816965.3892186001,922924.0892094561
2019-09-06,884037.1141080658,948969.4952635189
2019-09-07,906338.0158500421,950368.1958246321
2019-09-08,938296.8890801128,945734.2030296755
2019-09-09,909981.3662667293,905976.642045614
2019-09-10,901108.4356281442,912830.5345600828
2019-09-11,909686.354572866,940641.3246781176
2019-09-12,878383.1945621272,937176.5371309491
2019-09-13,898951.5105316499,892466.8529235203
2019-09-14,894454.1049083271,994892.442075392
2019-09-15,843379.3902543093,992463.4294532291
2019-09-16,834790.774436375,974508.6900461749
2019-09-17,832863.2583627523,890125.7200893143
2019-09-18,863406.8082405548,872986.531411934
2019-09-19,922624.2994777777,926947.200183325
2019-09-20,989314.5935300112,965601.2932708906
2019-09-21,974703.9258806217,959185.8388502972
2019-09-22,881379.648191715,924389.49949986
2019-09-23,842233.6071217849,875484.1767037807
2019-09-24,825606.5407122328,901781.5052665423
2019-09-25,695112.0111796285,898303.6613997087
2019-09-26,858164.7506020487,895405.7273665913
2019-09-27,936412.4248846887,937212.0622740282
2019-09-28,978945.2132955802,988412.6579718365
2019-09-29,967594.1282285621,1007224.7314754876
2019-09-30,967642.9070036697,1010619.3897512099
2019-10-01,929327.4834608764,1013093.4138072729
2019-10-02,991014.8146049085,1016350.0508406471
2019-10-03,954863.5774234908,1011873.0273503144
2019-10-04,935343.4874237656,1007388.3418883731
2019-10-05,980176.8482028412,1001514.1422854577
2019-10-06,838412.8617625304,940788.8506101936
2019-10-07,799541.4884986556,793168.7541766282
2019-10-08,791673.8672048646,795668.9834236711
2019-10-09,768701.9602540662,793238.1290625298
2019-10-10,771553.7749196506,801167.6554625697
2019-10-11,831992.1519308052,911738.4187092822
2019-10-12,1008485.4564629017,991753.0319947003
2019-10-13,936312.8903370659,1003029.0053808824
2019-10-14,951305.49850126,1003463.1612347527
2019-10-15,961931.4741906538,984872.5386479821
2019-10-16,829110.0487026372,859871.7783244983
2019-10-17,976948.4183764042,1018411.0623620718
2019-10-18,968762.8116841195,1008435.5386948722
2019-10-19,969501.9704323405,1004009.3393275747
2019-10-20,910958.8483111353,999882.479841512
2019-10-21,954417.6197908362,1003664.1287660834
2019-10-22,962932.5821814067,1005051.1474162994
2019-10-23,851162.7434064029,979602.3429759478
2019-10-24,880195.8065878352,983402.6847477165
2019-10-25,967045.106687573,966161.5462007384
2019-10-26,987131.0162703908,958778.6126728273
2019-10-27,970817.161581354,957890.402776333
2019-10-28,976588.8541860841,966014.783387761
2019-10-29,913139.6488188851,963697.1451864974
2019-10-30,894325.2682365143,901584.7703953537
2019-10-31,896929.9449054042,965352.5250430732
2019-11-01,959930.3123003113,973742.7734985253
2019-11-02,985402.4773409526,967619.8495952804
2019-11-03,951269.9035114184,965241.3516183975
2019-11-04,907793.8084073935,970115.42648332
2019-11-05,823388.6269895594,920662.9746874757
2019-11-06,857519.1509745595,952646.8976398114
2019-11-07,779455.9132440201,951717.9758259906
2019-11-08,1041376.1227330244,955851.8790289335
2019-11-09,914193.4036632883,956069.6775132874
2019-11-10,953904.6595288421,949316.034397769
2019-11-11,874242.0422573552,932964.9485828005
2019-11-12,932968.2462312772,945114.4548790555
2019-11-13,792876.4370199662,823453.9028222504
2019-11-14,890070.5392066789,927833.2005537801
2019-11-15,905701.5093008996,938299.7068431773
2019-11-16,915088.3937970569,928943.0588502471
2019-11-17,890617.7549619462,933878.8298111449
2019-11-18,866329.9322796322,929667.3285691179
2019-11-19,857745.2454039898,925246.2908722066
2019-11-20,802859.979051623,925631.1474396905
2019-11-21,911494.0748679336,929070.7708205734
2019-11-22,910883.2127548031,935559.6922582308
2019-11-23,935772.4517037506,937208.0310230474
2019-11-24,897047.9522066339,930623.5272517757
2019-11-25,840927.7431186081,908462.4129379214
2019-11-26,801822.6021793969,847291.7979261519
2019-11-27,871097.9878638389,947586.9972286511
2019-11-28,944741.049222325,948495.4355312997
2019-11-29,961801.8047021533,958737.9747835308
2019-11-30,966321.0285925756,958202.9222051353
2019-12-01,967151.3089323139,953175.0232083482
2019-12-02,966086.0594344672,962437.5309864779
2019-12-03,981800.1323289846,971130.3766202482
2019-12-04,887584.1335563748,899630.3403514196
2019-12-05,862034.4097407393,929458.0064085813
2019-12-06,892313.6559214985,936300.7138908667
2019-12-07,898939.631039226,921479.3984102817
2019-12-08,923900.1782354605,918913.2297365916
2019-12-09,935765.3092939481,920531.3365677586
2019-12-10,882472.2531564765,920076.8094691571
2019-12-11,913087.5286681862,918829.8851290562
2019-12-12,828905.4943722073,907442.3119342255
2019-12-13,809110.9877883113,907760.983320602
2019-12-14,844115.0655106233,910449.5145481753
2019-12-15,930572.3138255755,913964.8892400108
2019-12-16,915120.298672653,921076.5770004748
2019-12-17,901223.3726078446,918881.1308506049
2019-12-18,868150.8762570963,862662.7153939229
2019-12-19,893263.1364122087,903869.3644396899
2019-12-20,915383.8840284015,922279.5108765829
2019-12-21,926584.5834396399,922319.029723626
2019-12-22,932618.4253110753,915821.0341725779
2019-12-23,847585.8919798501,871165.1964317225
2019-12-24,921339.1846759792,880491.2313040645
2019-12-25,727152.0019748826,785106.297849447
2019-12-26,882990.9249974058,903103.798420094
2019-12-27,877068.6121708875,865977.4697211463
2019-12-28,884869.7209233628,893213.4743457204
2019-12-29,901906.6269434234,890493.1357536983
2019-12-30,938388.8075887456,937847.3336972259
2019-12-31,897884.6554391028,885460.5706937035
2020-01-01,968668.801505734,967754.1582233744
2020-01-02,936660.5932300499,955881.4126786923
2020-01-03,973778.0654903667,982977.0906432992
2020-01-04,987695.6589682394,978209.670817283
2020-01-05,732043.2234044729,979321.609165004
2020-01-06,853480.0284370652,1022075.5958232784
2020-01-07,970966.1223713559,1021438.455161646
2020-01-08,951640.9946814707,1016262.2686292167
2020-01-09,972402.2811467487,1022226.3065943042
2020-01-10,906717.222186982,1015536.0116067044
2020-01-11,851966.2906321798,1009317.4577923713
2020-01-12,890740.1473104405,1005101.4521644949
2020-01-13,909100.4673244195,1012416.8018796552
2020-01-14,826535.6704254035,966790.2876726722
2020-01-15,837033.4702004257,1026493.7993895633
2020-01-16,992786.8569182386,1028986.5698766373
2020-01-17,971649.24277532,1030654.6817705351
2020-01-18,947589.9061375498,1029427.4546078613
2020-01-19,857855.7725251492,1028835.3757378755
2020-01-20,831876.0349099868,999357.0008586015
2020-01-21,995613.8496689394,1018972.2638266645
2020-01-22,814837.4644191241,868945.3286730117
2020-01-23,939243.2904437016,955588.6884782986
2020-01-24,1006406.8835525218,1013301.9069618724
2020-01-25,865480.0082173459,981611.8362947588
2020-01-26,982262.3090967092,969582.8611637476
2020-01-27,971425.7333634752,961230.145751874
2020-01-28,951714.3749156146,1022670.9107559638
2020-01-29,999913.9135759153,1003105.2411507
2020-01-30,864556.076792658,863153.1389241426
2020-01-31,978021.6745149774,980199.1807317632
2020-02-01,981462.352532848,995226.1265768642
2020-02-02,976288.8364069454,996484.152928719
2020-02-03,808762.6025955103,978493.7378934295
2020-02-04,900424.0674603395,953842.7218324225
2020-02-05,979754.2297437389,1026422.2109347688
2020-02-06,977950.9897572632,1025385.5482623586
2020-02-07,1008164.3577070993,1013555.563296565
2020-02-08,1020288.1392735082,1014872.8000327678
2020-02-09,904855.5560560795,1016542.6056837785
2020-02-10,895871.89145884,990829.1877966069
2020-02-11,900779.9249511459,925151.6144797599
2020-02-12,834078.0660504086,861168.4495629517
2020-02-13,929772.36375783,933894.1102072577
2020-02-14,971852.8689426361,970404.7106306173
2020-02-15,913307.5231577789,960645.5137809826
2020-02-16,855537.2264035294,957355.0305647154
2020-02-17,918655.407956039,973189.8934654504
2020-02-18,921083.7666302592,989451.9554883012
2020-02-19,902177.2864420325,960898.502463431
2020-02-20,827247.5733633627,904646.9574817283
2020-02-21,930509.6298031964,996330.8842803151
2020-02-22,958782.9806850195,1000844.1589359582
2020-02-23,959719.6717012197,1001883.805120333
2020-02-24,937301.124994444,967799.5310558066
2020-02-25,931485.7073951653,955075.8912906793
2020-02-26,953833.2283654881,1001659.1769417133
2020-02-27,859848.8847972505,862792.7809596724
2020-02-28,883025.0661777728,854776.4839235574
2020-02-29,1009719.4573727037,855163.6501823216
2020-03-01,810660.059809886,1013180.8152215669
2020-03-02,902200.410620332,1011870.7450102955
2020-03-03,816571.1057675738,985216.002989158
2020-03-04,922010.5296265044,1016995.8534787723
2020-03-05,870175.5599897824,1012533.3327502281
2020-03-06,993278.3282207726,1014242.6294489226
2020-03-07,993033.9802244678,1009369.6023874851
2020-03-08,992303.4533647592,1014278.8003700859
2020-03-09,985521.2250556896,1018013.3827295526
2020-03-10,982136.4076705812,1003200.7789941388
2020-03-11,1005934.2359553211,1027682.5499525125
2020-03-12,1026562.0240651686,1026724.4565725191
2020-03-13,1023175.6709601735,1027162.6744210286
2020-03-14,1031430.7009661228,1023640.8908232859
2020-03-15,980178.5960759538,1022553.2116846045
2020-03-16,1013166.2871661118,1020439.8835834366
2020-03-17,1038397.3472529658,1020901.5949216414
2020-03-18,993628.9495588584,1001917.3139909859
2020-03-19,958901.2613958808,1023790.0707169604
2020-03-20,952156.9524836424,1023295.4750840132
2020-03-21,976920.7314886492,1021088.2393565525
2020-03-22,925541.0652926235,1023311.9203600966
2020-03-23,957801.271985543,1002229.7548462052
2020-03-24,901403.767714897,1017052.6551798866
2020-03-25,873113.4616575695,883406.930272364
2020-03-26,1005439.6980773881,1025860.7943786287
2020-03-27,957510.6446413667,1024649.025549693
2020-03-28,943747.6685547193,1023447.6721673228
2020-03-29,985979.491184712,1024680.2346205901
2020-03-30,931404.5007560167,1022797.8103086572
2020-03-31,992909.8329717214,1016030.784148406
2020-04-01,955038.683287292,978775.2733968835
2020-04-02,990345.6158519159,1008254.8618646084
2020-04-03,991420.1334299723,1011776.8190174535
2020-04-04,999653.1544696107,1017786.6604438124
2020-04-05,973673.4895436993,1019541.7237801981
2020-04-06,1021379.0674267935,1018807.2507997715
2020-04-07,988969.2258085218,991191.8103824182
2020-04-08,941891.5846829225,978097.6392133466
2020-04-09,845961.0317790287,978981.8007703299
2020-04-10,838456.9586999029,958213.4407660455
2020-04-11,884525.5845641406,957871.2755006824
2020-04-12,933410.0540859001,953964.1299067575
2020-04-13,920524.6201281268,930404.5895608125
2020-04-14,882377.3413566471,885627.8407289258
2020-04-15,882622.7735273491,870667.9482143258
2020-04-16,888299.0748053459,915747.1557616153
2020-04-17,931633.7706255546,914310.1968153999
2020-04-18,875526.1728410096,913784.3519206344
2020-04-19,899673.2574833076,914854.5173218241
2020-04-20,842340.4725523815,916437.4606186765
2020-04-21,908462.6021288309,924614.62083272
2020-04-22,814585.5006158021,851240.3987664079
2020-04-23,827091.1391389293,879534.8128059695
2020-04-24,914014.2999305717,957039.428755802
2020-04-25,939395.7812221644,953139.5899045866
2020-04-26,944723.0875935358,956946.9733857951
2020-04-27,936599.3706856383,929512.1497540704
2020-04-28,857637.9062061447,877938.2332512846
2020-04-29,605317.7420369006,714125.4460564886
2020-04-30,815171.6779416972,847610.2459414745
2020-05-01,876709.0533669088,852607.5429071593
2020-05-02,855298.7763830967,863255.6661699597
2020-05-03,833082.906082706,858726.1644542079
2020-05-04,804843.4587475104,825763.8595476566
2020-05-05,772009.7440197406,777112.2190798215
2020-05-06,813640.2853596729,817501.5325832162
2020-05-07,786793.0082121061,831768.4510517411
2020-05-08,869025.1567250037,869837.0799519218
2020-05-09,909304.53799621,915216.2465638573
2020-05-10,901275.360441409,904912.5912267312
2020-05-11,886847.2341081483,892881.6308454497
2020-05-12,778136.0211690988,808221.4967910042
2020-05-13,831801.4633176373,812819.007488765
2020-05-14,824638.2575211059,809501.7064474969
2020-05-15,893897.7099234406,883319.6769322591
2020-05-16,907753.2195581958,906344.7829660232
2020-05-17,913469.3312283485,903338.177977137
2020-05-18,794738.8846665486,889949.2195257163
2020-05-19,708960.3624098613,783796.248797217
2020-05-20,726124.1770505131,812688.3471152654
2020-05-21,885665.6157632142,901781.4858372307
2020-05-22,900438.9240971339,926094.3783372241
2020-05-23,907921.9428536579,922319.4770521555
2020-05-24,864286.1845830808,917926.3664252328
2020-05-25,866520.1109765437,917354.6859415198
2020-05-26,949870.6649885146,938694.9205426634
2020-05-27,775658.6487072529,787461.9743515218
2020-05-28,912045.4894784312,981943.0946536405
2020-05-29,951475.0358979148,973824.384673251
2020-05-30,940240.9355341608,970902.3360636589
2020-05-31,840976.4869336404,977933.8882789132
2020-06-01,845579.9293564014,865674.0049906076
2020-06-02,858589.6570127998,894355.2529338764
2020-06-03,887824.8148961143,895208.3557540986
2020-06-04,929079.0303355283,895829.4911904079
2020-06-05,973594.3803117772,985733.7336380638
2020-06-06,831552.7684484102,967123.4041220025
2020-06-07,877997.5948914452,964655.9080012079
2020-06-08,951951.6100474267,995269.5648303563
2020-06-09,918402.3492774472,971549.0799304303
2020-06-10,823765.192990528,880512.001356082
2020-06-11,822129.0857174953,831251.4782779521
2020-06-12,915852.0564085889,994801.5012886663
2020-06-13,930367.4160046673,994642.1266510908
2020-06-14,887893.6057324037,995736.5277388197
2020-06-15,975042.3399481608,972215.7351586779
2020-06-16,913945.5768920747,937893.3236210693
2020-06-17,889965.2494685367,923355.0592941999
2020-06-18,969002.1315700309,1002434.2822716206
2020-06-19,978439.85045721,1000764.4752557541
2020-06-20,963011.1492102788,996685.6106287229
2020-06-21,997649.8746700332,992972.9519927244
2020-06-22,897947.4487348567,930032.4960598516
2020-06-23,776503.3271574465,782065.7999413837
2020-06-24,967100.3596589523,983361.7602351526
2020-06-25,1488157.2941810158,1454316.674089726
2020-06-26,964095.5876991454,994680.757523031
2020-06-27,992881.3734381478,994207.594652592
2020-06-28,891580.9330090676,993212.3432704315
2020-06-29,976446.8081593917,1004107.9197250676
2020-06-30,878144.7047383109,935600.7306075618
2020-07-01,978083.4885153106,1003925.8818618648
2020-07-02,912306.6587688312,997664.6322212717
2020-07-03,890987.1912598301,987974.0720009732
2020-07-04,932414.3624212516,990081.8169219288
2020-07-05,958989.0323882669,993595.1467866511
2020-07-06,973792.700060872,1013881.4046015805
2020-07-07,987540.622104745,1012380.3127626105
2020-07-08,924415.4554090932,925286.5585049503
2020-07-09,993981.8816460324,998989.2135175471
2020-07-10,1021582.8238419904,1001893.8781873106
2020-07-11,998110.0249241354,984738.6722472894
2020-07-12,927690.2399623116,955990.1037417931
2020-07-13,935372.307100923,951564.9011987719
2020-07-14,969948.3291976309,998816.6830201645
2020-07-15,851264.7331133607,1008139.1884752136
2020-07-16,946535.311104481,976928.2055157111
2020-07-17,869549.7737918146,982253.8870689515
2020-07-18,902397.3924450603,911861.1725019574
2020-07-19,809497.6514924332,901963.940280848
2020-07-20,898552.6770799163,924289.2298241954
2020-07-21,927178.6561589792,903891.1774763222
2020-07-22,734026.4840325795,810611.6472520354
2020-07-23,869942.7222493285,923410.3386675284
2020-07-24,942229.7636319996,925914.9234347631
2020-07-25,940561.7748904281,932361.3991565353
2020-07-26,941632.2602516095,926034.0146137426
2020-07-27,851146.9671912168,922242.5663228196
2020-07-28,936389.5702444003,924674.1154146685
2020-07-29,924756.0076869384,926412.4453502496
2020-07-30,925025.5841339037,905873.2662423108
2020-07-31,882293.4713747101,887524.3323215543
2020-08-01,863903.3715522452,886146.3273854803
2020-08-02,837949.3390101485,892705.8772503785
2020-08-03,889258.5018543919,965927.8329390949
2020-08-04,805052.3166802244,987590.7647419021
2020-08-05,790811.0115949506,1000691.6651596061
2020-08-06,847170.083143419,952240.7787803408
2020-08-07,861093.2972750406,896809.2492424295
2020-08-08,862315.6257623606,895387.1540024988
2020-08-09,673000.1007611614,805723.0766747233
2020-08-10,542810.195720627,660007.8964591078
2020-08-11,558925.3584786729,674083.5015365646
2020-08-12,575958.2583580719,579128.8487932961
2020-08-13,552157.4907445256,580458.3108640834
2020-08-14,721150.7763992737,787158.8688225336
2020-08-15,780999.9862901106,866431.3538092775
2020-08-16,758829.0977055782,971503.2852173459
2020-08-17,883486.593772081,999007.2295080841
2020-08-18,1008548.5366261983,1009245.5827217478
2020-08-19,918896.0605385548,997747.7395871879
2020-08-20,962843.7495856048,1011998.7997346063
2020-08-21,908800.3662003133,999143.2820084023
2020-08-22,830252.9294147184,994943.3958587791
2020-08-23,748903.8643344458,882085.687244061
2020-08-24,730308.5216538239,845215.1615706721
2020-08-25,815649.7796718655,845163.1989035769
2020-08-26,783138.4134876308,842621.8113360122
2020-08-27,796081.7093776276,840974.035273663
2020-08-28,834792.547936064,850675.2808180558
2020-08-29,840167.5798709114,946510.2159368955
2020-08-30,939905.2046368683,1008410.2738588298
2020-08-31,956965.2284699046,1003993.3589536349
2020-09-01,1018716.6723166431,1008202.8814007393
2020-09-02,1005397.0867324716,1003111.4984563829
2020-09-03,991008.884180383,980116.7974227945
2020-09-04,819716.150050462,858325.5105764405
2020-09-05,976109.50536275,985753.6133186204
2020-09-06,923281.7837044572,986837.0236249489
2020-09-07,843304.5967848139,892216.4908225306
2020-09-08,857428.2888971402,892968.8860924877
2020-09-09,924390.1709729771,902689.7665348226
2020-09-10,854576.2319775522,842875.8403224085
2020-09-11,868010.7255730663,845484.4223982679
2020-09-12,810764.6992136231,882732.6425948328
2020-09-13,825892.4107256626,881344.9903406537
2020-09-14,852320.5689497433,831079.3202070442
2020-09-15,702948.8166097202,752091.7259440642
2020-09-16,669345.1380768009,689570.9228260444
2020-09-17,765201.1532118673,780124.3426892296
2020-09-18,799584.5445966505,778475.2077175868
2020-09-19,749130.2145663977,741977.1031162427
2020-09-20,700358.7662817945,745265.5017154044
2020-09-21,772116.254096273,782080.5362414925
2020-09-22,811598.7439566631,794172.6813681482
2020-09-23,844998.0444211236,881936.2068500539
2020-09-24,884305.9549887448,908589.6236115033
2020-09-25,883180.1839951004,891717.4693440404
2020-09-26,870328.4733772496,873368.9506423536
2020-09-27,753844.9977316604,875385.5308413766
2020-09-28,898789.7601625266,909731.3157194663
2020-09-29,909653.1716569279,960947.423419318
2020-09-30,779046.9862443153,856145.9547392916
2020-10-01,782973.8976781212,886795.4575395192
2020-10-02,764165.4978443503,974729.2527958942
2020-10-03,990985.4836880623,985371.5130943494
2020-10-04,973392.6240405607,984128.183142218
2020-10-05,964562.0175245885,977577.4738447637
2020-10-06,888151.9031281954,922782.2258343966
2020-10-07,944690.4945422716,982494.2942785209
2020-10-08,962357.8172134098,988621.3526436879
2020-10-09,906333.6929295098,976543.8302978398
2020-10-10,913408.3827052902,973688.391119039
2020-10-11,956622.8986043804,1011389.7026701481
2020-10-12,941814.541472324,978997.7756217336
2020-10-13,878162.9452749225,980876.4466394124
2020-10-14,958914.6486030124,988090.7374457127
2020-10-15,1021515.354541165,1008656.4190938114
2020-10-16,1003622.4121614686,980158.0849794594
2020-10-17,986896.2361853357,987183.380508854
2020-10-18,960013.0417143063,981915.1846895665
2020-10-19,935356.549763292,1032739.7775094674
2020-10-20,1003027.3545255607,1025156.1863130619
2020-10-21,995326.4257883357,1039336.6499953804
2020-10-22,979217.081456936,1041157.4168475477
2020-10-23,921571.7413122529,1036984.066053693
2020-10-24,988595.2395553476,1042703.303677539
2020-10-25,928981.5479815984,1038455.7828021223
2020-10-26,968008.2520934241,1035434.1282048668
2020-10-27,996089.936578882,1043953.5860063263
2020-10-28,988747.5027885513,1039068.1705859482
2020-10-29,963550.261789356,1039382.0798370315
2020-10-30,1027583.8734741759,1031745.5631762146
2020-10-31,1042887.68174403,1027666.871707801
2020-11-01,984237.7487500308,1028298.5674652766
2020-11-02,1039434.63433867,1041344.5558091525
2020-11-03,1009581.3208380206,1038443.5142231096
2020-11-04,984719.3438624835,996147.2897999891
2020-11-05,1010221.923479607,1041743.4090930152
2020-11-06,909408.2684546914,1017719.9385549315
2020-11-07,906314.6506486951,1016733.9856259539
2020-11-08,852330.1188277206,1009560.3274452293
2020-11-09,953935.385282067,1043173.4666970994
2020-11-10,899361.733828227,952512.6348580255
2020-11-11,1024340.9662228231,1045697.7291102842
2020-11-12,960607.1897504246,1042233.5017380754
2020-11-13,984556.3766045892,1026783.0358626478
2020-11-14,1044618.8474832352,1028752.3044839483
2020-11-15,954052.0888813614,1029338.222333748
2020-11-16,976775.5261126899,1037350.5985387136
2020-11-17,963960.2854900486,1021419.3642016889
2020-11-18,817899.4431381755,920765.7011149274
2020-11-19,895968.7869350343,980284.1533267077
2020-11-20,975969.0353329981,1046217.7018737367
2020-11-21,967976.2842961795,1041595.9892819636
2020-11-22,821001.5385215143,1043319.8643735582
2020-11-23,1065506.0456240203,1042707.5620565165
2020-11-24,1024861.3745501018,1036185.5014512801
2020-11-25,1024859.1188572776,1041591.740060723
2020-11-26,964185.3865428205,1041181.3855032433
2020-11-27,993646.7427957627,1037086.312209962
2020-11-28,1008080.2364262192,1043626.858350492
2020-11-29,988407.7230640452,1037366.8104145067
2020-11-30,1014630.7961229169,1026977.8168263729
2020-12-01,978825.119186618,1031302.2059065368
